lat,long,elev,locality,Year,Temp
-14.3,126.65,23,KALUMBURU,1975,33.62336
-18.23,127.66,422,HALLS CREEK,1975,32.6951
-17.95,122.24,7.4,BROOME AIRPORT,1975,32.03301
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1975,32.63072
-21.18,119.75,182.3,MARBLE BAR,1975,33.63562
-22.24,114.1,5,LEARMONTH AIRPORT,1975,30.04412
-22.24,118.34,463,WITTENOOM,1975,30.43279
-24.89,113.67,4,CARNARVON AIRPORT,1975,26.47614
-26.61,118.54,517,MEEKATHARRA AIRPORT,1975,25.68984
-29.2,116.02,271.4,MORAWA AIRPORT,1975,24.60915
-30.28,116.67,324.5,DALWALLINU,1975,23.35629
-28.8,114.7,29.7,GERALDTON AIRPORT,1975,23.87582
-31.93,115.98,15.4,PERTH AIRPORT,1975,23.1049
-34.37,115.14,13,CAPE LEEUWIN,1975,19.03993
-33.95,116.13,178.7,BRIDGETOWN,1975,20.25935
-33.83,121.89,25,ESPERANCE,1975,20.25588
-34.94,117.82,68.4,ALBANY,1975,18.85359
-31.48,118.28,315,MERREDIN,1975,22.91705
-31.62,117.22,216.7,CUNDERDIN,1975,22.78278
-33.69,117.61,320,KATANNING,1975,20.09738
-32.67,116.67,275,WANDERING,1975,20.53431
-31.68,128.9,93.1,EUCLA,1975,24.5375
-30.85,128.11,159,FORREST,1975,23.5768
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1975,22.17647
-25.03,128.3,598,GILES,1975,26.88595
-12.42,130.89,30.4,DARWIN,1975,31.86895
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1975,34.33691
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1975,29.95397
-23.8,133.89,546,ALICE SPRINGS,1975,27.59346
-20.18,130.01,340,RABBIT FLAT,1975,31.98533
-31.16,136.81,166.6,WOOMERA,1975,24.31667
-30.71,134.58,123,TARCOOLA,1975,25.31438
-27.56,135.45,116.5,OODNADATTA,1975,26.84444
-29.66,138.07,50,MARREE,1975,26.39739
-32.13,133.7,15.3,CEDUNAAMO,1975,21.96993
-33.13,135.55,59,KYANCUTTA,1975,23.36093
-34.6,135.88,8.5,PORT LINCOLN,1975,19.39027
-33.77,138.22,109.1,RAYVILLEPARK,1975,21.67682
-35.75,136.6,158,CAPEBORDA,1975,17.50492
-34.92,138.62,48,KENTTOWN,1975,20.89706
-34.48,139.01,275,NURIOOTPAPIRSA,1975,19.36601
-37.75,140.77,63,MOUNT GAMBIER,1975,18.03922
-37.16,139.76,3.3,ROBE,1975,17.38862
-12.68,141.92,18,WEIPAAERO,1975,32.38333
-10.58,142.29,4,HORNISLAND,1975,29.70588
-16,144.08,203.8,PALMERVILLE,1975,32.86046
-17.69,141.07,18.4,NORMANTON,1975,32.66314
-17.75,139.54,5.7,BURKETOWN,1975,31.40391
-20.73,143.14,211.1,RICHMOND POST OFFICE,1975,32.12238
-18.3,143.53,301.8,GEORGETOWN,1975,31.91738
-16.87,145.75,2.2,CAIRNSAERO,1975,28.62647
-19.25,146.77,4.3,TOWNSVILLE,1975,28.54052
-21.12,149.22,30.3,MACKAY,1975,25.21144
-20.05,146.27,289.8,CHARTERS TOWERS,1975,29.00592
-23.55,145.29,266.9,BARCALDINE,1975,28.96732
-23.44,144.28,192.2,LONGREACH,1975,30.17745
-19.92,138.12,231.2,CAMOOWEAL,1975,31.54265
-22.91,139.9,161.8,BOULIA,1975,29.8053
-25.9,139.35,46.6,BIRDSVILLE,1975,28.88328
-25.62,151.62,110.9,GAYNDAH,1975,26.8659
-23.38,150.48,10.4,ROCKHAMPTON,1975,27.59377
-24.91,152.32,30.8,BUNDABERGAERO,1975,26.34804
-27.63,152.71,24.2,AMBERLEYAMO,1975,25.36961
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1975,22.8598
-27.39,153.13,4.5,BRISBANEAERO,1975,24.3375
-26.66,150.18,304.8,MILES CONSTANCE STREET,1975,25.6482
-28.05,148.59,198.5,ST GEORGE AIRPORT,1975,25.45848
-26.41,146.26,301.6,CHARLEVILLE,1975,26.95752
-27.99,143.82,130.9,THARGOMINDAH,1975,27.03346
-31.52,143.39,94.3,WILCANNIA,1975,25.53717
-29.44,142.06,176.4,TIBOOBURRA,1975,25.89281
-31.48,145.83,260,COBARMO,1975,23.72451
-30.04,145.95,107.3,BOURKE,1975,26.50951
-33.94,147.2,257,WESTWYALONG,1975,21.3317
-30.04,148.12,133,WALGETT,1975,25.14518
-29.49,149.85,213,MOREEAERO,1975,24.33464
-31.03,150.27,307,GUNNEDAH,1975,23.06106
-29.78,151.11,582,INVERELL,1975,21.80888
-29.43,153.36,27.4,YAMBA PILOT STATION,1975,22.93277
-30.32,153.12,3.5,COFFS HARBOUR,1975,22.76579
-31.43,152.87,4.2,PORT MACQUARIE,1975,22.16063
-32.79,151.84,7.5,WILLIAMTOWN,1975,22.39608
-32.03,150.83,221.4,SCONE,1975,22.92303
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1975,18.13944
-32.22,148.58,284,DUBBO,1975,22.25882
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1975,22.46503
-33.6,150.78,19,RICHMOND,1975,22.70719
-34.95,150.54,109,NOWRARAN,1975,21.19739
-35.09,150.8,85,POINT PERPENDICULAR,1975,19.59216
-35.91,150.15,17,MORUYAHEADS,1975,19.62386
-35.31,149.2,577.1,CANBERRA AIRPORT,1975,18.00132
-35.16,147.46,212,WAGGA WAGGA,1975,20.66144
-35.94,148.38,1482.4,CABRAMURRA,1975,9.815563
-35.56,144.95,94,DENILIQUIN,1975,21.0402
-34.24,142.09,50,MILDURA,1975,22.59412
-36.31,141.65,138.9,NHILL,1975,20.65
-35.72,143.92,77.7,KERANG,1975,21.22434
-36.1,146.51,175,RUTHERGLEN,1975,20.02903
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1975,18.02712
-37.69,148.47,62.7,ORBOST,1975,19.0049
-38.12,147.13,4.6,EASTSALE,1975,18.0585
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1975,16.12533
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1975,18.30588
-37.86,144.76,20.1,LAVERTON,1975,17.99216
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1975,16.67148
-41.05,146.79,3,LOWHEAD,1975,15.26863
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1975,16.13377
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1975,16.99443
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1975,14.46393
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1975,16.53889
-42.99,147.07,65,GROVE(RESEARCHSTATION),1975,16.39901
-42.28,146.28,667,BUTLERS GORGE,1975,11.46349
-14.3,126.65,23,KALUMBURU,1976,33.32568
-18.23,127.66,422,HALLS CREEK,1976,31.25447
-17.95,122.24,7.4,BROOME AIRPORT,1976,31.30956
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1976,32.76873
-21.18,119.75,182.3,MARBLE BAR,1976,34.75769
-22.24,114.1,5,LEARMONTH AIRPORT,1976,31.75492
-22.24,118.34,463,WITTENOOM,1976,31.74027
-24.89,113.67,4,CARNARVON AIRPORT,1976,28.29836
-26.61,118.54,517,MEEKATHARRA AIRPORT,1976,29.17131
-29.2,116.02,271.4,MORAWA AIRPORT,1976,28.26536
-30.28,116.67,324.5,DALWALLINU,1976,26.51731
-28.8,114.7,29.7,GERALDTON AIRPORT,1976,25.91377
-31.93,115.98,15.4,PERTH AIRPORT,1976,25.24536
-34.37,115.14,13,CAPE LEEUWIN,1976,20.09478
-33.95,116.13,178.7,BRIDGETOWN,1976,21.99749
-33.83,121.89,25,ESPERANCE,1976,21.54044
-34.94,117.82,68.4,ALBANY,1976,20.14016
-31.48,118.28,315,MERREDIN,1976,25.65495
-31.62,117.22,216.7,CUNDERDIN,1976,25.37363
-33.69,117.61,320,KATANNING,1976,22.15475
-32.67,116.67,275,WANDERING,1976,23.06978
-31.68,128.9,93.1,EUCLA,1976,23.33253
-30.85,128.11,159,FORREST,1976,25.44
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1976,25.0541
-25.03,128.3,598,GILES,1976,28.48798
-12.42,130.89,30.4,DARWIN,1976,31.67951
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1976,33.96885
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1976,30.12486
-23.8,133.89,546,ALICE SPRINGS,1976,27.67814
-20.18,130.01,340,RABBIT FLAT,1976,33.22611
-31.16,136.81,166.6,WOOMERA,1976,25.11421
-30.71,134.58,123,TARCOOLA,1976,26.03626
-27.56,135.45,116.5,OODNADATTA,1976,27.74932
-29.66,138.07,50,MARREE,1976,27.14536
-32.13,133.7,15.3,CEDUNAAMO,1976,22.36257
-33.13,135.55,59,KYANCUTTA,1976,24.38917
-34.6,135.88,8.5,PORT LINCOLN,1976,19.98403
-33.77,138.22,109.1,RAYVILLEPARK,1976,22.52305
-35.75,136.6,158,CAPEBORDA,1976,18.23726
-34.92,138.62,48,KENTTOWN,1976,21.46311
-34.48,139.01,275,NURIOOTPAPIRSA,1976,20.54932
-37.75,140.77,63,MOUNT GAMBIER,1976,18.56776
-37.16,139.76,3.3,ROBE,1976,17.84452
-12.68,141.92,18,WEIPAAERO,1976,31.77443
-10.58,142.29,4,HORNISLAND,1976,29.63443
-16,144.08,203.8,PALMERVILLE,1976,32.90039
-17.69,141.07,18.4,NORMANTON,1976,32.59478
-17.75,139.54,5.7,BURKETOWN,1976,32.71625
-20.73,143.14,211.1,RICHMOND POST OFFICE,1976,31.42297
-18.3,143.53,301.8,GEORGETOWN,1976,31.57637
-16.87,145.75,2.2,CAIRNSAERO,1976,29.19426
-19.25,146.77,4.3,TOWNSVILLE,1976,29.31038
-21.12,149.22,30.3,MACKAY,1976,25.67077
-20.05,146.27,289.8,CHARTERS TOWERS,1976,29.57863
-23.55,145.29,266.9,BARCALDINE,1976,29.3765
-23.44,144.28,192.2,LONGREACH,1976,30.34055
-19.92,138.12,231.2,CAMOOWEAL,1976,31.50759
-22.91,139.9,161.8,BOULIA,1976,29.46104
-25.9,139.35,46.6,BIRDSVILLE,1976,28.99372
-25.62,151.62,110.9,GAYNDAH,1976,27.4537
-23.38,150.48,10.4,ROCKHAMPTON,1976,28.00082
-24.91,152.32,30.8,BUNDABERGAERO,1976,26.88953
-27.63,152.71,24.2,AMBERLEYAMO,1976,26.2044
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1976,23.41409
-27.39,153.13,4.5,BRISBANEAERO,1976,24.90628
-26.66,150.18,304.8,MILES CONSTANCE STREET,1976,26.30168
-28.05,148.59,198.5,ST GEORGE AIRPORT,1976,25.73528
-26.41,146.26,301.6,CHARLEVILLE,1976,26.68743
-27.99,143.82,130.9,THARGOMINDAH,1976,27.42535
-31.52,143.39,94.3,WILCANNIA,1976,25.48597
-29.44,142.06,176.4,TIBOOBURRA,1976,26.08
-31.48,145.83,260,COBARMO,1976,24.03333
-30.04,145.95,107.3,BOURKE,1976,26.31154
-33.94,147.2,257,WESTWYALONG,1976,21.84341
-30.04,148.12,133,WALGETT,1976,25.19584
-29.49,149.85,213,MOREEAERO,1976,25.35027
-31.03,150.27,307,GUNNEDAH,1976,23.50984
-29.78,151.11,582,INVERELL,1976,22.89727
-29.43,153.36,27.4,YAMBA PILOT STATION,1976,23.57842
-30.32,153.12,3.5,COFFS HARBOUR,1976,23.29836
-31.43,152.87,4.2,PORT MACQUARIE,1976,22.79003
-32.79,151.84,7.5,WILLIAMTOWN,1976,22.73407
-32.03,150.83,221.4,SCONE,1976,23.11401
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1976,18.7161
-32.22,148.58,284,DUBBO,1976,22.88384
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1976,22.82705
-33.6,150.78,19,RICHMOND,1976,23.18115
-34.95,150.54,109,NOWRARAN,1976,21.34617
-35.09,150.8,85,POINT PERPENDICULAR,1976,19.65291
-35.91,150.15,17,MORUYAHEADS,1976,19.9697
-35.31,149.2,577.1,CANBERRA AIRPORT,1976,18.92923
-35.16,147.46,212,WAGGA WAGGA,1976,22.18798
-35.94,148.38,1482.4,CABRAMURRA,1976,10.921008
-35.56,144.95,94,DENILIQUIN,1976,22.66676
-34.24,142.09,50,MILDURA,1976,23.50984
-36.31,141.65,138.9,NHILL,1976,21.60847
-35.72,143.92,77.7,KERANG,1976,22.45762
-36.1,146.51,175,RUTHERGLEN,1976,21.49469
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1976,18.05522
-37.69,148.47,62.7,ORBOST,1976,19.13165
-38.12,147.13,4.6,EASTSALE,1976,18.95574
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1976,16.62492
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1976,19.22186
-37.86,144.76,20.1,LAVERTON,1976,19.10824
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1976,16.79809
-41.05,146.79,3,LOWHEAD,1976,16.18685
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1976,17.41011
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1976,17.67836
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1976,14.73104
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1976,16.61421
-42.99,147.07,65,GROVE(RESEARCHSTATION),1976,16.8
-42.28,146.28,667,BUTLERS GORGE,1976,12.46575
-14.3,126.65,23,KALUMBURU,1977,33.02055
-18.23,127.66,422,HALLS CREEK,1977,32.14505
-17.95,122.24,7.4,BROOME AIRPORT,1977,31.97315
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1977,33.6
-21.18,119.75,182.3,MARBLE BAR,1977,35.60493
-22.24,114.1,5,LEARMONTH AIRPORT,1977,32.11288
-22.24,118.34,463,WITTENOOM,1977,33.47342
-24.89,113.67,4,CARNARVON AIRPORT,1977,28.19178
-26.61,118.54,517,MEEKATHARRA AIRPORT,1977,30.19478
-29.2,116.02,271.4,MORAWA AIRPORT,1977,28.57079
-30.28,116.67,324.5,DALWALLINU,1977,26.53691
-28.8,114.7,29.7,GERALDTON AIRPORT,1977,25.7674
-31.93,115.98,15.4,PERTH AIRPORT,1977,25.34548
-34.37,115.14,13,CAPE LEEUWIN,1977,19.67541
-33.95,116.13,178.7,BRIDGETOWN,1977,22.19861
-33.83,121.89,25,ESPERANCE,1977,21.65425
-34.94,117.82,68.4,ALBANY,1977,20.05027
-31.48,118.28,315,MERREDIN,1977,25.98932
-31.62,117.22,216.7,CUNDERDIN,1977,25.78449
-33.69,117.61,320,KATANNING,1977,22.29474
-32.67,116.67,275,WANDERING,1977,23.37961
-31.68,128.9,93.1,EUCLA,1977,22.38329
-30.85,128.11,159,FORREST,1977,26.34986
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1977,25.76603
-25.03,128.3,598,GILES,1977,29.66795
-12.42,130.89,30.4,DARWIN,1977,31.03609
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1977,35.05427
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1977,29.95808
-23.8,133.89,546,ALICE SPRINGS,1977,28.93151
-20.18,130.01,340,RABBIT FLAT,1977,33.23196
-31.16,136.81,166.6,WOOMERA,1977,26.57041
-30.71,134.58,123,TARCOOLA,1977,27.29612
-27.56,135.45,116.5,OODNADATTA,1977,29.37233
-29.66,138.07,50,MARREE,1977,28.96521
-32.13,133.7,15.3,CEDUNAAMO,1977,23.40137
-33.13,135.55,59,KYANCUTTA,1977,25.60172
-34.6,135.88,8.5,PORT LINCOLN,1977,20.58504
-33.77,138.22,109.1,RAYVILLEPARK,1977,23.37942
-35.75,136.6,158,CAPEBORDA,1977,18.59451
-34.92,138.62,48,KENTTOWN,1977,22.05918
-34.48,139.01,275,NURIOOTPAPIRSA,1977,21.21068
-37.75,140.77,63,MOUNT GAMBIER,1977,18.95123
-37.16,139.76,3.3,ROBE,1977,18.25587
-12.68,141.92,18,WEIPAAERO,1977,32.0507
-10.58,142.29,4,HORNISLAND,1977,29.63397
-16,144.08,203.8,PALMERVILLE,1977,32.01452
-17.69,141.07,18.4,NORMANTON,1977,32.33175
-17.75,139.54,5.7,BURKETOWN,1977,34.60926
-20.73,143.14,211.1,RICHMOND POST OFFICE,1977,31.6314
-18.3,143.53,301.8,GEORGETOWN,1977,31.48685
-16.87,145.75,2.2,CAIRNSAERO,1977,28.81233
-19.25,146.77,4.3,TOWNSVILLE,1977,28.61671
-21.12,149.22,30.3,MACKAY,1977,25.67973
-20.05,146.27,289.8,CHARTERS TOWERS,1977,28.95574
-23.55,145.29,266.9,BARCALDINE,1977,29.31989
-23.44,144.28,192.2,LONGREACH,1977,30.47445
-19.92,138.12,231.2,CAMOOWEAL,1977,31.99358
-22.91,139.9,161.8,BOULIA,1977,30.91361
-25.9,139.35,46.6,BIRDSVILLE,1977,30.29452
-25.62,151.62,110.9,GAYNDAH,1977,28.34521
-23.38,150.48,10.4,ROCKHAMPTON,1977,27.97549
-24.91,152.32,30.8,BUNDABERGAERO,1977,26.93889
-27.63,152.71,24.2,AMBERLEYAMO,1977,27.21068
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1977,23.87912
-27.39,153.13,4.5,BRISBANEAERO,1977,25.54795
-26.66,150.18,304.8,MILES CONSTANCE STREET,1977,27.57452
-28.05,148.59,198.5,ST GEORGE AIRPORT,1977,27.34913
-26.41,146.26,301.6,CHARLEVILLE,1977,27.92959
-27.99,143.82,130.9,THARGOMINDAH,1977,28.43206
-31.52,143.39,94.3,WILCANNIA,1977,27.93522
-29.44,142.06,176.4,TIBOOBURRA,1977,28.07033
-31.48,145.83,260,COBARMO,1977,25.57068
-30.04,145.95,107.3,BOURKE,1977,27.95753
-33.94,147.2,257,WESTWYALONG,1977,23.0989
-30.04,148.12,133,WALGETT,1977,26.76537
-29.49,149.85,213,MOREEAERO,1977,26.36493
-31.03,150.27,307,GUNNEDAH,1977,24.1935
-29.78,151.11,582,INVERELL,1977,23.7761
-29.43,153.36,27.4,YAMBA PILOT STATION,1977,23.78795
-30.32,153.12,3.5,COFFS HARBOUR,1977,23.69698
-31.43,152.87,4.2,PORT MACQUARIE,1977,22.78933
-32.79,151.84,7.5,WILLIAMTOWN,1977,23.68986
-32.03,150.83,221.4,SCONE,1977,23.85015
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1977,20.32353
-32.22,148.58,284,DUBBO,1977,24.07808
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1977,23.35781
-33.6,150.78,19,RICHMOND,1977,24.50192
-34.95,150.54,109,NOWRARAN,1977,22.27425
-35.09,150.8,85,POINT PERPENDICULAR,1977,20.23158
-35.91,150.15,17,MORUYAHEADS,1977,20.27879
-35.31,149.2,577.1,CANBERRA AIRPORT,1977,19.99862
-35.16,147.46,212,WAGGA WAGGA,1977,22.77014
-35.94,148.38,1482.4,CABRAMURRA,1977,11.675275
-35.56,144.95,94,DENILIQUIN,1977,23.19643
-34.24,142.09,50,MILDURA,1977,24.32624
-36.31,141.65,138.9,NHILL,1977,22.28006
-35.72,143.92,77.7,KERANG,1977,22.8761
-36.1,146.51,175,RUTHERGLEN,1977,21.7625
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1977,18.02301
-37.69,148.47,62.7,ORBOST,1977,19.31504
-38.12,147.13,4.6,EASTSALE,1977,19.56301
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1977,16.4338
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1977,19.05233
-37.86,144.76,20.1,LAVERTON,1977,19.04493
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1977,16.83388
-41.05,146.79,3,LOWHEAD,1977,15.86247
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1977,17.49066
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1977,17.68
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1977,15.08849
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1977,17.32164
-42.99,147.07,65,GROVE(RESEARCHSTATION),1977,17.31163
-42.28,146.28,667,BUTLERS GORGE,1977,12.38076
-14.3,126.65,23,KALUMBURU,1978,33.94011
-18.23,127.66,422,HALLS CREEK,1978,32.44164
-17.95,122.24,7.4,BROOME AIRPORT,1978,31.14247
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1978,32.4283
-21.18,119.75,182.3,MARBLE BAR,1978,33.84174
-22.24,114.1,5,LEARMONTH AIRPORT,1978,31.27589
-22.24,118.34,463,WITTENOOM,1978,31.12085
-24.89,113.67,4,CARNARVON AIRPORT,1978,28.06247
-26.61,118.54,517,MEEKATHARRA AIRPORT,1978,28.67425
-29.2,116.02,271.4,MORAWA AIRPORT,1978,27.38166
-30.28,116.67,324.5,DALWALLINU,1978,25.77534
-28.8,114.7,29.7,GERALDTON AIRPORT,1978,25.80712
-31.93,115.98,15.4,PERTH AIRPORT,1978,25.41096
-34.37,115.14,13,CAPE LEEUWIN,1978,19.92685
-33.95,116.13,178.7,BRIDGETOWN,1978,22.41282
-33.83,121.89,25,ESPERANCE,1978,21.69781
-34.94,117.82,68.4,ALBANY,1978,20.29699
-31.48,118.28,315,MERREDIN,1978,25.23923
-31.62,117.22,216.7,CUNDERDIN,1978,24.98154
-33.69,117.61,320,KATANNING,1978,22.23123
-32.67,116.67,275,WANDERING,1978,23.10495
-31.68,128.9,93.1,EUCLA,1978,21.55994
-30.85,128.11,159,FORREST,1978,24.84848
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1978,25.01397
-25.03,128.3,598,GILES,1978,28.15781
-12.42,130.89,30.4,DARWIN,1978,31.68
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1978,35.00734
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1978,30.55785
-23.8,133.89,546,ALICE SPRINGS,1978,28.47041
-20.18,130.01,340,RABBIT FLAT,1978,32.59091
-31.16,136.81,166.6,WOOMERA,1978,24.92247
-30.71,134.58,123,TARCOOLA,1978,25.58534
-27.56,135.45,116.5,OODNADATTA,1978,28.03425
-29.66,138.07,50,MARREE,1978,27.31781
-32.13,133.7,15.3,CEDUNAAMO,1978,21.90521
-33.13,135.55,59,KYANCUTTA,1978,24.12912
-34.6,135.88,8.5,PORT LINCOLN,1978,20.11699
-33.77,138.22,109.1,RAYVILLEPARK,1978,22.01848
-35.75,136.6,158,CAPEBORDA,1978,18.13178
-34.92,138.62,48,KENTTOWN,1978,21.37808
-34.48,139.01,275,NURIOOTPAPIRSA,1978,20.27863
-37.75,140.77,63,MOUNT GAMBIER,1978,18.63297
-37.16,139.76,3.3,ROBE,1978,17.27562
-12.68,141.92,18,WEIPAAERO,1978,33.22279
-10.58,142.29,4,HORNISLAND,1978,30.28658
-16,144.08,203.8,PALMERVILLE,1978,33.15427
-17.69,141.07,18.4,NORMANTON,1978,33.56932
-17.75,139.54,5.7,BURKETOWN,1978,32.84167
-20.73,143.14,211.1,RICHMOND POST OFFICE,1978,31.85661
-18.3,143.53,301.8,GEORGETOWN,1978,32.21708
-16.87,145.75,2.2,CAIRNSAERO,1978,29.01808
-19.25,146.77,4.3,TOWNSVILLE,1978,28.96685
-21.12,149.22,30.3,MACKAY,1978,25.80822
-20.05,146.27,289.8,CHARTERS TOWERS,1978,28.93934
-23.55,145.29,266.9,BARCALDINE,1978,28.72637
-23.44,144.28,192.2,LONGREACH,1978,30.14521
-19.92,138.12,231.2,CAMOOWEAL,1978,32.12598
-22.91,139.9,161.8,BOULIA,1978,31.59355
-25.9,139.35,46.6,BIRDSVILLE,1978,29.76027
-25.62,151.62,110.9,GAYNDAH,1978,27.0337
-23.38,150.48,10.4,ROCKHAMPTON,1978,27.53681
-24.91,152.32,30.8,BUNDABERGAERO,1978,26.66777
-27.63,152.71,24.2,AMBERLEYAMO,1978,26.03609
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1978,23.56474
-27.39,153.13,4.5,BRISBANEAERO,1978,24.74274
-26.66,150.18,304.8,MILES CONSTANCE STREET,1978,25.70648
-28.05,148.59,198.5,ST GEORGE AIRPORT,1978,25.86796
-26.41,146.26,301.6,CHARLEVILLE,1978,26.67151
-27.99,143.82,130.9,THARGOMINDAH,1978,27.77396
-31.52,143.39,94.3,WILCANNIA,1978,26.19715
-29.44,142.06,176.4,TIBOOBURRA,1978,26.43644
-31.48,145.83,260,COBARMO,1978,24.51178
-30.04,145.95,107.3,BOURKE,1978,26.40247
-33.94,147.2,257,WESTWYALONG,1978,21.7416
-30.04,148.12,133,WALGETT,1978,25.11543
-29.49,149.85,213,MOREEAERO,1978,24.81507
-31.03,150.27,307,GUNNEDAH,1978,23.29972
-29.78,151.11,582,INVERELL,1978,22.43416
-29.43,153.36,27.4,YAMBA PILOT STATION,1978,23.43068
-30.32,153.12,3.5,COFFS HARBOUR,1978,23.25918
-31.43,152.87,4.2,PORT MACQUARIE,1978,22.75497
-32.79,151.84,7.5,WILLIAMTOWN,1978,22.63041
-32.03,150.83,221.4,SCONE,1978,22.82164
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1978,18.54643
-32.22,148.58,284,DUBBO,1978,23.03041
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1978,22.45342
-33.6,150.78,19,RICHMOND,1978,23.1783
-34.95,150.54,109,NOWRARAN,1978,21.46566
-35.09,150.8,85,POINT PERPENDICULAR,1978,19.85819
-35.91,150.15,17,MORUYAHEADS,1978,20.09339
-35.31,149.2,577.1,CANBERRA AIRPORT,1978,18.93452
-35.16,147.46,212,WAGGA WAGGA,1978,21.74082
-35.94,148.38,1482.4,CABRAMURRA,1978,10.777348
-35.56,144.95,94,DENILIQUIN,1978,22.21841
-34.24,142.09,50,MILDURA,1978,23.52473
-36.31,141.65,138.9,NHILL,1978,21.82329
-35.72,143.92,77.7,KERANG,1978,22.25166
-36.1,146.51,175,RUTHERGLEN,1978,20.83583
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1978,18.2937
-37.69,148.47,62.7,ORBOST,1978,19.21014
-38.12,147.13,4.6,EASTSALE,1978,18.99781
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1978,16.08599
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1978,18.82849
-37.86,144.76,20.1,LAVERTON,1978,18.50055
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1978,16.46329
-41.05,146.79,3,LOWHEAD,1978,15.92932
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1978,17.35726
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1978,17.25836
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1978,14.79562
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1978,17.10247
-42.99,147.07,65,GROVE(RESEARCHSTATION),1978,17.10994
-42.28,146.28,667,BUTLERS GORGE,1978,12.40275
-14.3,126.65,23,KALUMBURU,1979,34.1272
-18.23,127.66,422,HALLS CREEK,1979,32.34725
-17.95,122.24,7.4,BROOME AIRPORT,1979,32.07014
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1979,33.90904
-21.18,119.75,182.3,MARBLE BAR,1979,35.49171
-22.24,114.1,5,LEARMONTH AIRPORT,1979,31.93049
-22.24,118.34,463,WITTENOOM,1979,32.9376
-24.89,113.67,4,CARNARVON AIRPORT,1979,27.27014
-26.61,118.54,517,MEEKATHARRA AIRPORT,1979,29.32192
-29.2,116.02,271.4,MORAWA AIRPORT,1979,27.65661
-30.28,116.67,324.5,DALWALLINU,1979,25.88022
