lat,long,elev,locality,Year,Temp
-35.94,148.38,1482.4,CABRAMURRA,1998,11.800912
-35.56,144.95,94,DENILIQUIN,1998,22.87808
-34.24,142.09,50,MILDURA,1998,24.26411
-36.31,141.65,138.9,NHILL,1998,22.00416
-35.72,143.92,77.7,KERANG,1998,22.96612
-36.1,146.51,175,RUTHERGLEN,1998,21.84139
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1998,18.43616
-37.69,148.47,62.7,ORBOST,1998,19.96496
-38.12,147.13,4.6,EASTSALE,1998,19.90466
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1998,16.54438
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1998,19.84411
-37.86,144.76,20.1,LAVERTON,1998,19.48329
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1998,16.75028
-41.05,146.79,3,LOWHEAD,1998,16.01117
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1998,18.07288
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1998,17.9575
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1998,15.21507
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1998,17.53726
-42.99,147.07,65,GROVE(RESEARCHSTATION),1998,17.57472
-42.28,146.28,667,BUTLERS GORGE,1998,13.22775
-14.3,126.65,23,KALUMBURU,1999,33.84396
-18.23,127.66,422,HALLS CREEK,1999,33.13068
-17.95,122.24,7.4,BROOME AIRPORT,1999,32.10027
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1999,32.56356
-21.18,119.75,182.3,MARBLE BAR,1999,34.0651
-22.24,114.1,5,LEARMONTH AIRPORT,1999,31.14615
-22.24,118.34,463,WITTENOOM,1999,31.9349
-24.89,113.67,4,CARNARVON AIRPORT,1999,28.42369
-26.61,118.54,517,MEEKATHARRA AIRPORT,1999,28.78022
-29.2,116.02,271.4,MORAWA AIRPORT,1999,27.83901
-30.28,116.67,324.5,DALWALLINU,1999,25.87445
-28.8,114.7,29.7,GERALDTON AIRPORT,1999,26.25726
-31.93,115.98,15.4,PERTH AIRPORT,1999,25.58329
-34.37,115.14,13,CAPE LEEUWIN,1999,20.43096
-33.95,116.13,178.7,BRIDGETOWN,1999,22.4044
-33.83,121.89,25,ESPERANCE,1999,21.8589
-34.94,117.82,68.4,ALBANY,1999,20.32247
-31.48,118.28,315,MERREDIN,1999,25.47679
-31.62,117.22,216.7,CUNDERDIN,1999,25.50804
-33.69,117.61,320,KATANNING,1999,22.2717
-32.67,116.67,275,WANDERING,1999,23.3467
-31.68,128.9,93.1,EUCLA,1999,22.8074
-30.85,128.11,159,FORREST,1999,25.79695
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1999,24.38658
-25.03,128.3,598,GILES,1999,28.74877
-12.42,130.89,30.4,DARWIN,1999,31.82822
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1999,34.34898
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1999,31.93452
-23.8,133.89,546,ALICE SPRINGS,1999,29.74932
-20.18,130.01,340,RABBIT FLAT,1999,33.84691
-31.16,136.81,166.6,WOOMERA,1999,26.52082
-30.71,134.58,123,TARCOOLA,1999,27.42436
-27.56,135.45,116.5,OODNADATTA,1999,29.62033
-29.66,138.07,50,MARREE,1999,29.01978
-32.13,133.7,15.3,CEDUNAAMO,1999,23.84588
-33.13,135.55,59,KYANCUTTA,1999,25.48192
-34.6,135.88,8.5,PORT LINCOLN,1999,20.8772
-33.77,138.22,109.1,RAYVILLEPARK,1999,24.18082
-35.75,136.6,158,CAPEBORDA,1999,19.2337
-34.92,138.62,48,KENTTOWN,1999,22.40055
-34.48,139.01,275,NURIOOTPAPIRSA,1999,21.41532
-37.75,140.77,63,MOUNT GAMBIER,1999,19.54767
-37.16,139.76,3.3,ROBE,1999,18.52137
-12.68,141.92,18,WEIPAAERO,1999,32.20687
-10.58,142.29,4,HORNISLAND,1999,29.99154
-16,144.08,203.8,PALMERVILLE,1999,32.15953
-17.69,141.07,18.4,NORMANTON,1999,32.99197
-17.75,139.54,5.7,BURKETOWN,1999,32.58959
-20.73,143.14,211.1,RICHMOND POST OFFICE,1999,32.65537
-18.3,143.53,301.8,GEORGETOWN,1999,32.25234
-16.87,145.75,2.2,CAIRNSAERO,1999,29.35342
-19.25,146.77,4.3,TOWNSVILLE,1999,29.09699
-21.12,149.22,30.3,MACKAY,1999,25.96192
-20.05,146.27,289.8,CHARTERS TOWERS,1999,29.65882
-23.55,145.29,266.9,BARCALDINE,1999,29.63945
-23.44,144.28,192.2,LONGREACH,1999,30.69313
-19.92,138.12,231.2,CAMOOWEAL,1999,32.74451
-22.91,139.9,161.8,BOULIA,1999,31.50959
-25.9,139.35,46.6,BIRDSVILLE,1999,31.12222
-25.62,151.62,110.9,GAYNDAH,1999,27.7874
-23.38,150.48,10.4,ROCKHAMPTON,1999,28.58082
-24.91,152.32,30.8,BUNDABERGAERO,1999,26.81473
-27.63,152.71,24.2,AMBERLEYAMO,1999,26.09972
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1999,23.47853
-27.39,153.13,4.5,BRISBANEAERO,1999,24.26356
-26.66,150.18,304.8,MILES CONSTANCE STREET,1999,27.27534
-28.05,148.59,198.5,ST GEORGE AIRPORT,1999,26.59861
-26.41,146.26,301.6,CHARLEVILLE,1999,28.28575
-27.99,143.82,130.9,THARGOMINDAH,1999,29.04613
-31.52,143.39,94.3,WILCANNIA,1999,26.36878
-29.44,142.06,176.4,TIBOOBURRA,1999,28.38182
-31.48,145.83,260,COBARMO,1999,25.71896
-30.04,145.95,107.3,BOURKE,1999,27.44209
-33.94,147.2,257,WESTWYALONG,1999,23.14822
-30.04,148.12,133,WALGETT,1999,25.86794
-29.49,149.85,213,MOREEAERO,1999,25.66877
-31.03,150.27,307,GUNNEDAH,1999,23.92685
-29.78,151.11,582,INVERELL,1999,23.1663
-29.43,153.36,27.4,YAMBA PILOT STATION,1999,23.50932
-30.32,153.12,3.5,COFFS HARBOUR,1999,23.09288
-31.43,152.87,4.2,PORT MACQUARIE,1999,23.2544
-32.79,151.84,7.5,WILLIAMTOWN,1999,22.99863
-32.03,150.83,221.4,SCONE,1999,23.12904
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1999,20.35789
-32.22,148.58,284,DUBBO,1999,23.76022
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1999,22.45616
-33.6,150.78,19,RICHMOND,1999,23.09807
-34.95,150.54,109,NOWRARAN,1999,21.56765
-35.09,150.8,85,POINT PERPENDICULAR,1999,20.31936
-35.91,150.15,17,MORUYAHEADS,1999,20.41648
-35.31,149.2,577.1,CANBERRA AIRPORT,1999,19.87863
-35.16,147.46,212,WAGGA WAGGA,1999,22.56384
-35.94,148.38,1482.4,CABRAMURRA,1999,12.427692
-35.56,144.95,94,DENILIQUIN,1999,23.14055
-34.24,142.09,50,MILDURA,1999,24.33068
-36.31,141.65,138.9,NHILL,1999,22.72346
-35.72,143.92,77.7,KERANG,1999,23.10249
-36.1,146.51,175,RUTHERGLEN,1999,22.11472
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1999,18.57614
-37.69,148.47,62.7,ORBOST,1999,20.40932
-38.12,147.13,4.6,EASTSALE,1999,20.43918
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1999,17.04845
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1999,20.2463
-37.86,144.76,20.1,LAVERTON,1999,20.09587
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1999,17.19586
-41.05,146.79,3,LOWHEAD,1999,16.97671
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1999,18.24877
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1999,18.29308
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1999,15.75397
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1999,18.06
-42.99,147.07,65,GROVE(RESEARCHSTATION),1999,17.77911
-42.28,146.28,667,BUTLERS GORGE,1999,13.91851
-14.3,126.65,23,KALUMBURU,2000,33.35699
-18.23,127.66,422,HALLS CREEK,2000,31.58934
-17.95,122.24,7.4,BROOME AIRPORT,2000,31.03388
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2000,32.25464
-21.18,119.75,182.3,MARBLE BAR,2000,33.45843
-22.24,114.1,5,LEARMONTH AIRPORT,2000,31.10389
-22.24,118.34,463,WITTENOOM,2000,31.22155
-24.89,113.67,4,CARNARVON AIRPORT,2000,28.57699
-26.61,118.54,517,MEEKATHARRA AIRPORT,2000,27.95246
-29.2,116.02,271.4,MORAWA AIRPORT,2000,27.39836
-30.28,116.67,324.5,DALWALLINU,2000,25.66557
-28.8,114.7,29.7,GERALDTON AIRPORT,2000,26.78169
-31.93,115.98,15.4,PERTH AIRPORT,2000,25.19153
-34.37,115.14,13,CAPE LEEUWIN,2000,20.30742
-33.95,116.13,178.7,BRIDGETOWN,2000,22.18169
-33.83,121.89,25,ESPERANCE,2000,21.49973
-34.94,117.82,68.4,ALBANY,2000,20.44617
-31.48,118.28,315,MERREDIN,2000,25.37732
-31.62,117.22,216.7,CUNDERDIN,2000,25.11709
-33.69,117.61,320,KATANNING,2000,22.37225
-32.67,116.67,275,WANDERING,2000,23.12959
-31.68,128.9,93.1,EUCLA,2000,22.86503
-30.85,128.11,159,FORREST,2000,25.68028
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2000,23.90219
-25.03,128.3,598,GILES,2000,27.92978
-12.42,130.89,30.4,DARWIN,2000,31.59454
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2000,33.63944
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2000,30.42732
-23.8,133.89,546,ALICE SPRINGS,2000,28.0459
-20.18,130.01,340,RABBIT FLAT,2000,32.34848
-31.16,136.81,166.6,WOOMERA,2000,26.53443
-30.71,134.58,123,TARCOOLA,2000,27.17475
-27.56,135.45,116.5,OODNADATTA,2000,29.23674
-29.66,138.07,50,MARREE,2000,28.72514
-32.13,133.7,15.3,CEDUNAAMO,2000,23.86421
-33.13,135.55,59,KYANCUTTA,2000,25.54754
-34.6,135.88,8.5,PORT LINCOLN,2000,21.04508
-33.77,138.22,109.1,RAYVILLEPARK,2000,23.95847
-35.75,136.6,158,CAPEBORDA,2000,19.56446
-34.92,138.62,48,KENTTOWN,2000,22.84344
-34.48,139.01,275,NURIOOTPAPIRSA,2000,21.35571
-37.75,140.77,63,MOUNT GAMBIER,2000,19.80027
-37.16,139.76,3.3,ROBE,2000,18.92753
-12.68,141.92,18,WEIPAAERO,2000,32.00546
-10.58,142.29,4,HORNISLAND,2000,30.13314
-17.69,141.07,18.4,NORMANTON,2000,32.72165
-17.75,139.54,5.7,BURKETOWN,2000,32.48806
-20.73,143.14,211.1,RICHMOND POST OFFICE,2000,31.70718
-18.3,143.53,301.8,GEORGETOWN,2000,31.61148
-16.87,145.75,2.2,CAIRNSAERO,2000,28.95041
-19.25,146.77,4.3,TOWNSVILLE,2000,28.53115
-21.12,149.22,30.3,MACKAY,2000,25.78279
-20.05,146.27,289.8,CHARTERS TOWERS,2000,28.54494
-23.55,145.29,266.9,BARCALDINE,2000,28.86703
-23.44,144.28,192.2,LONGREACH,2000,30.13743
-19.92,138.12,231.2,CAMOOWEAL,2000,31.54466
-22.91,139.9,161.8,BOULIA,2000,30.51977
-25.9,139.35,46.6,BIRDSVILLE,2000,30.27404
-25.62,151.62,110.9,GAYNDAH,2000,28.03033
-23.38,150.48,10.4,ROCKHAMPTON,2000,27.91066
-24.91,152.32,30.8,BUNDABERGAERO,2000,26.85409
-27.63,152.71,24.2,AMBERLEYAMO,2000,27.34027
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,2000,23.71961
-27.39,153.13,4.5,BRISBANEAERO,2000,25.08798
-26.66,150.18,304.8,MILES CONSTANCE STREET,2000,27.6463
-28.05,148.59,198.5,ST GEORGE AIRPORT,2000,27.25632
-26.41,146.26,301.6,CHARLEVILLE,2000,27.77514
-27.99,143.82,130.9,THARGOMINDAH,2000,28.13188
-31.52,143.39,94.3,WILCANNIA,2000,26.4765
-29.44,142.06,176.4,TIBOOBURRA,2000,27.59538
-31.48,145.83,260,COBARMO,2000,24.90438
-30.04,145.95,107.3,BOURKE,2000,27.17131
-33.94,147.2,257,WESTWYALONG,2000,22.81393
-30.04,148.12,133,WALGETT,2000,26.44973
-29.49,149.85,213,MOREEAERO,2000,26.26339
-31.03,150.27,307,GUNNEDAH,2000,24.31547
-29.78,151.11,582,INVERELL,2000,23.54754
-29.43,153.36,27.4,YAMBA PILOT STATION,2000,23.69696
-30.32,153.12,3.5,COFFS HARBOUR,2000,23.35699
-31.43,152.87,4.2,PORT MACQUARIE,2000,23.40302
-32.79,151.84,7.5,WILLIAMTOWN,2000,23.36585
-32.03,150.83,221.4,SCONE,2000,23.28279
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,2000,19.75824
-32.22,148.58,284,DUBBO,2000,23.54524
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),2000,22.80683
-33.6,150.78,19,RICHMOND,2000,23.55525
-34.95,150.54,109,NOWRARAN,2000,21.95846
-35.09,150.8,85,POINT PERPENDICULAR,2000,20.44361
-35.91,150.15,17,MORUYAHEADS,2000,20.66456
-35.31,149.2,577.1,CANBERRA AIRPORT,2000,19.80355
-35.16,147.46,212,WAGGA WAGGA,2000,22.16421
-35.94,148.38,1482.4,CABRAMURRA,2000,11.698187
-35.56,144.95,94,DENILIQUIN,2000,22.97732
-34.24,142.09,50,MILDURA,2000,24.61507
-36.31,141.65,138.9,NHILL,2000,22.89917
-35.72,143.92,77.7,KERANG,2000,23.18544
-36.1,146.51,175,RUTHERGLEN,2000,21.48812
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,2000,18.64113
-37.69,148.47,62.7,ORBOST,2000,20.3
-38.12,147.13,4.6,EASTSALE,2000,20.1306
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,2000,16.88306
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),2000,20.28224
-37.86,144.76,20.1,LAVERTON,2000,20.11389
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,2000,17.49066
-41.05,146.79,3,LOWHEAD,2000,16.97151
-41.55,147.22,166.9,LAUNCESTONAIRPORT,2000,18.21233
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),2000,18.07802
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,2000,15.64617
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),2000,18.30164
-42.99,147.07,65,GROVE(RESEARCHSTATION),2000,17.93571
-42.28,146.28,667,BUTLERS GORGE,2000,14.00028
-14.3,126.65,23,KALUMBURU,2001,34.14411
-18.23,127.66,422,HALLS CREEK,2001,32.15589
-17.95,122.24,7.4,BROOME AIRPORT,2001,31.53425
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2001,32.56438
-21.18,119.75,182.3,MARBLE BAR,2001,34.08864
-22.24,114.1,5,LEARMONTH AIRPORT,2001,31.2967
-22.24,118.34,463,WITTENOOM,2001,32.08407
-24.89,113.67,4,CARNARVON AIRPORT,2001,28.17123
-26.61,118.54,517,MEEKATHARRA AIRPORT,2001,28.63471
-29.2,116.02,271.4,MORAWA AIRPORT,2001,27.31123
-30.28,116.67,324.5,DALWALLINU,2001,25.5011
-28.8,114.7,29.7,GERALDTON AIRPORT,2001,25.98379
-31.93,115.98,15.4,PERTH AIRPORT,2001,24.80247
-34.37,115.14,13,CAPE LEEUWIN,2001,19.62287
-33.95,116.13,178.7,BRIDGETOWN,2001,21.75644
-33.83,121.89,25,ESPERANCE,2001,21.34148
-34.94,117.82,68.4,ALBANY,2001,19.79836
-31.48,118.28,315,MERREDIN,2001,24.95934
-31.62,117.22,216.7,CUNDERDIN,2001,25.13306
-33.69,117.61,320,KATANNING,2001,21.98022
-32.67,116.67,275,WANDERING,2001,22.83945
-31.68,128.9,93.1,EUCLA,2001,22.54164
-30.85,128.11,159,FORREST,2001,25.47014
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2001,24.48247
-25.03,128.3,598,GILES,2001,27.61397
-12.42,130.89,30.4,DARWIN,2001,32.13178
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2001,34.12735
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2001,30.62
-23.8,133.89,546,ALICE SPRINGS,2001,28.01703
-20.18,130.01,340,RABBIT FLAT,2001,32.0011
-31.16,136.81,166.6,WOOMERA,2001,26.06548
-30.71,134.58,123,TARCOOLA,2001,26.68464
-27.56,135.45,116.5,OODNADATTA,2001,28.60904
-29.66,138.07,50,MARREE,2001,28.27781
-32.13,133.7,15.3,CEDUNAAMO,2001,23.45808
-33.13,135.55,59,KYANCUTTA,2001,25.09671
-34.6,135.88,8.5,PORT LINCOLN,2001,20.72986
-33.77,138.22,109.1,RAYVILLEPARK,2001,23.51519
-35.75,136.6,158,CAPEBORDA,2001,19.12627
-34.92,138.62,48,KENTTOWN,2001,22.29836
-34.48,139.01,275,NURIOOTPAPIRSA,2001,21.17818
-37.75,140.77,63,MOUNT GAMBIER,2001,19.27534
-37.16,139.76,3.3,ROBE,2001,18.60737
-12.68,141.92,18,WEIPAAERO,2001,33.00192
-10.58,142.29,4,HORNISLAND,2001,30.28202
-16,144.08,203.8,PALMERVILLE,2001,34.60811
-17.69,141.07,18.4,NORMANTON,2001,33.83057
-17.75,139.54,5.7,BURKETOWN,2001,32.72975
-20.73,143.14,211.1,RICHMOND POST OFFICE,2001,33.68134
-18.3,143.53,301.8,GEORGETOWN,2001,32.93077
-16.87,145.75,2.2,CAIRNSAERO,2001,29.77507
-19.25,146.77,4.3,TOWNSVILLE,2001,30.14164
-21.12,149.22,30.3,MACKAY,2001,27.2137
-20.05,146.27,289.8,CHARTERS TOWERS,2001,31.00138
-23.55,145.29,266.9,BARCALDINE,2001,30.19973
-23.44,144.28,192.2,LONGREACH,2001,31.6737
-19.92,138.12,231.2,CAMOOWEAL,2001,32.57155
-22.91,139.9,161.8,BOULIA,2001,31.99632
-25.9,139.35,46.6,BIRDSVILLE,2001,30.85262
-25.62,151.62,110.9,GAYNDAH,2001,28.90986
-23.38,150.48,10.4,ROCKHAMPTON,2001,29.3526
-24.91,152.32,30.8,BUNDABERGAERO,2001,27.75746
-27.63,152.71,24.2,AMBERLEYAMO,2001,27.42986
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,2001,24.4983
-27.39,153.13,4.5,BRISBANEAERO,2001,25.71836
-26.66,150.18,304.8,MILES CONSTANCE STREET,2001,28.23709
-28.05,148.59,198.5,ST GEORGE AIRPORT,2001,27.7268
-26.41,146.26,301.6,CHARLEVILLE,2001,28.70137
-27.99,143.82,130.9,THARGOMINDAH,2001,29.44972
-31.52,143.39,94.3,WILCANNIA,2001,27.18082
-29.44,142.06,176.4,TIBOOBURRA,2001,28.1826
-31.48,145.83,260,COBARMO,2001,26.127
-30.04,145.95,107.3,BOURKE,2001,28.48671
-33.94,147.2,257,WESTWYALONG,2001,23.50137
-30.04,148.12,133,WALGETT,2001,27.51157
-29.49,149.85,213,MOREEAERO,2001,26.18493
-31.03,150.27,307,GUNNEDAH,2001,24.59804
-29.78,151.11,582,INVERELL,2001,23.33702
-29.43,153.36,27.4,YAMBA PILOT STATION,2001,24.41185
-30.32,153.12,3.5,COFFS HARBOUR,2001,23.74712
-31.43,152.87,4.2,PORT MACQUARIE,2001,23.74329
-32.79,151.84,7.5,WILLIAMTOWN,2001,23.74904
-32.03,150.83,221.4,SCONE,2001,24.13973
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,2001,20.73471
-32.22,148.58,284,DUBBO,2001,24.1479
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),2001,23.14356
-33.6,150.78,19,RICHMOND,2001,23.75939
-34.95,150.54,109,NOWRARAN,2001,22.37389
-35.09,150.8,85,POINT PERPENDICULAR,2001,20.79477
-35.91,150.15,17,MORUYAHEADS,2001,20.99452
-35.31,149.2,577.1,CANBERRA AIRPORT,2001,20.71346
-35.16,147.46,212,WAGGA WAGGA,2001,22.97555
-35.94,148.38,1482.4,CABRAMURRA,2001,11.924179
-35.56,144.95,94,DENILIQUIN,2001,23.35589
-34.24,142.09,50,MILDURA,2001,24.6663
-36.31,141.65,138.9,NHILL,2001,22.20784
-35.72,143.92,77.7,KERANG,2001,23.39696
-36.1,146.51,175,RUTHERGLEN,2001,22.15829
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,2001,18.80899
-37.69,148.47,62.7,ORBOST,2001,19.99588
-38.12,147.13,4.6,EASTSALE,2001,19.86575
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,2001,16.97088
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),2001,19.72
-37.86,144.76,20.1,LAVERTON,2001,19.47555
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,2001,17.44286
-41.05,146.79,3,LOWHEAD,2001,16.72225
-41.55,147.22,166.9,LAUNCESTONAIRPORT,2001,17.91671
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),2001,18.11453
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,2001,15.60055
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),2001,17.77616
-42.99,147.07,65,GROVE(RESEARCHSTATION),2001,17.55111
-42.28,146.28,667,BUTLERS GORGE,2001,13.75528
-14.3,126.65,23,KALUMBURU,2002,35.36438
-18.23,127.66,422,HALLS CREEK,2002,33.20767
-17.95,122.24,7.4,BROOME AIRPORT,2002,32.82466
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,2002,34.46685
-21.18,119.75,182.3,MARBLE BAR,2002,35.96094
-22.24,114.1,5,LEARMONTH AIRPORT,2002,32.39753
-22.24,118.34,463,WITTENOOM,2002,34.19397
-24.89,113.67,4,CARNARVON AIRPORT,2002,28.16548
-26.61,118.54,517,MEEKATHARRA AIRPORT,2002,30.14877
-29.2,116.02,271.4,MORAWA AIRPORT,2002,28.42995
-30.28,116.67,324.5,DALWALLINU,2002,26.64603
-28.8,114.7,29.7,GERALDTON AIRPORT,2002,26.22192
-31.93,115.98,15.4,PERTH AIRPORT,2002,25.19918
-34.37,115.14,13,CAPE LEEUWIN,2002,19.69863
-33.95,116.13,178.7,BRIDGETOWN,2002,22.1337
-33.83,121.89,25,ESPERANCE,2002,22.00027
-34.94,117.82,68.4,ALBANY,2002,20.15165
-31.48,118.28,315,MERREDIN,2002,26.13011
-31.62,117.22,216.7,CUNDERDIN,2002,26.09233
-33.69,117.61,320,KATANNING,2002,22.59203
-32.67,116.67,275,WANDERING,2002,23.39753
-31.68,128.9,93.1,EUCLA,2002,23.72932
-30.85,128.11,159,FORREST,2002,26.83058
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2002,26.00575
-25.03,128.3,598,GILES,2002,30.20137
-12.42,130.89,30.4,DARWIN,2002,32.69014
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2002,35.59178
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2002,32.59808
-23.8,133.89,546,ALICE SPRINGS,2002,30.46
-20.18,130.01,340,RABBIT FLAT,2002,34.61534
-31.16,136.81,166.6,WOOMERA,2002,26.72932
-30.71,134.58,123,TARCOOLA,2002,26.84423
-27.56,135.45,116.5,OODNADATTA,2002,29.9961
-29.66,138.07,50,MARREE,2002,29.46192
-32.13,133.7,15.3,CEDUNAAMO,2002,23.89205
-33.13,135.55,59,KYANCUTTA,2002,25.60939
-34.6,135.88,8.5,PORT LINCOLN,2002,21.23782
-33.77,138.22,109.1,RAYVILLEPARK,2002,24.06317
-35.75,136.6,158,CAPEBORDA,2002,18.99066
-34.92,138.62,48,KENTTOWN,2002,22.42521
-34.48,139.01,275,NURIOOTPAPIRSA,2002,21.66648
-37.75,140.77,63,MOUNT GAMBIER,2002,19.50192
-37.16,139.76,3.3,ROBE,2002,18.28757
-12.68,141.92,18,WEIPAAERO,2002,33.21616
-10.58,142.29,4,HORNISLAND,2002,30.39913
-16,144.08,203.8,PALMERVILLE,2002,33.43681
-17.69,141.07,18.4,NORMANTON,2002,33.98187
-17.75,139.54,5.7,BURKETOWN,2002,33.33699
-20.73,143.14,211.1,RICHMOND POST OFFICE,2002,34.19943
-18.3,143.53,301.8,GEORGETOWN,2002,33.41205
-16.87,145.75,2.2,CAIRNSAERO,2002,30.15918
-19.25,146.77,4.3,TOWNSVILLE,2002,29.89562
-21.12,149.22,30.3,MACKAY,2002,27.21753
-20.05,146.27,289.8,CHARTERS TOWERS,2002,31.31828
-23.55,145.29,266.9,BARCALDINE,2002,31.51994
-23.44,144.28,192.2,LONGREACH,2002,33.24247
-19.92,138.12,231.2,CAMOOWEAL,2002,34.66888
-22.91,139.9,161.8,BOULIA,2002,33.68382
-25.9,139.35,46.6,BIRDSVILLE,2002,32.18764
-25.62,151.62,110.9,GAYNDAH,2002,29.35738
-23.38,150.48,10.4,ROCKHAMPTON,2002,29.70493
-24.91,152.32,30.8,BUNDABERGAERO,2002,27.77175
-27.63,152.71,24.2,AMBERLEYAMO,2002,28.24986
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,2002,24.32822
-27.39,153.13,4.5,BRISBANEAERO,2002,25.85644
-26.66,150.18,304.8,MILES CONSTANCE STREET,2002,28.69973
-28.05,148.59,198.5,ST GEORGE AIRPORT,2002,29.0272
-26.41,146.26,301.6,CHARLEVILLE,2002,29.9789
-27.99,143.82,130.9,THARGOMINDAH,2002,30.58402
-31.52,143.39,94.3,WILCANNIA,2002,27.85014
-29.44,142.06,176.4,TIBOOBURRA,2002,29.02782
-31.48,145.83,260,COBARMO,2002,26.76904
-30.04,145.95,107.3,BOURKE,2002,29.37444
-33.94,147.2,257,WESTWYALONG,2002,24.59233
-30.04,148.12,133,WALGETT,2002,28.85895
-29.49,149.85,213,MOREEAERO,2002,27.91014
-31.03,150.27,307,GUNNEDAH,2002,26.41589
-29.78,151.11,582,INVERELL,2002,24.76932
-29.43,153.36,27.4,YAMBA PILOT STATION,2002,24.56316
-30.32,153.12,3.5,COFFS HARBOUR,2002,24.16822
-31.43,152.87,4.2,PORT MACQUARIE,2002,24.15397
-32.79,151.84,7.5,WILLIAMTOWN,2002,24.05589
-32.03,150.83,221.4,SCONE,2002,25.30497
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,2002,21.51504
-32.22,148.58,284,DUBBO,2002,25.59971
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),2002,23.13205
-33.6,150.78,19,RICHMOND,2002,24.82857
-34.95,150.54,109,NOWRARAN,2002,22.72011
-35.09,150.8,85,POINT PERPENDICULAR,2002,20.56346
-35.91,150.15,17,MORUYAHEADS,2002,20.80879
-35.31,149.2,577.1,CANBERRA AIRPORT,2002,21.00603
-35.16,147.46,212,WAGGA WAGGA,2002,23.6063
-35.94,148.38,1482.4,CABRAMURRA,2002,12.632312
-35.56,144.95,94,DENILIQUIN,2002,24.22473
-34.24,142.09,50,MILDURA,2002,25.26593
-36.31,141.65,138.9,NHILL,2002,22.91083
-35.72,143.92,77.7,KERANG,2002,24.02033
-36.1,146.51,175,RUTHERGLEN,2002,22.85994
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,2002,18.77647
-37.69,148.47,62.7,ORBOST,2002,20.19233
-38.12,147.13,4.6,EASTSALE,2002,20.11315
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,2002,16.72514
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),2002,20.12438
-37.86,144.76,20.1,LAVERTON,2002,20.0011
